interactor,date,topic,doc_nb,word_nb,char_nb,doc_ids
NA,2016-11-08,P5,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-08,P6,4.634615e-01,  51.4442308,  319.788462,uk.org.publicwhip/debate/2016-11-08c.1390.7
NA,2016-11-08,P7,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-08,P8,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-08,P9,1.923077e-03,   0.2134615,    1.326923,
NA,2016-11-22,P1,4.272727e-01,  41.8727273,  229.872727,uk.org.publicwhip/debate/2016-11-22b.734.5
NA,2016-11-22,P10,6.363636e-02,   6.2363636,   34.236364,
NA,2016-11-22,P2,6.363636e-02,   6.2363636,   34.236364,
NA,2016-11-22,P3,3.030303e-03,   0.2969697,    1.630303,
NA,2016-11-22,P4,3.030303e-03,   0.2969697,    1.630303,
NA,2016-11-22,P5,3.333333e-02,   3.2666667,   17.933333,
NA,2016-11-22,P6,3.030303e-03,   0.2969697,    1.630303,
NA,2016-11-22,P7,3.969697e-01,  38.9030303,  213.569697,
NA,2016-11-22,P8,3.030303e-03,   0.2969697,    1.630303,
NA,2016-11-22,P9,3.030303e-03,   0.2969697,    1.630303,
NA,2017-01-31,P1,2.873563e-04,   0.2428161,    1.398563,
NA,2017-01-31,P10,5.778736e-01, 488.3031609, 2812.510632,uk.org.publicwhip/debate/2017-01-31c.845.1
NA,2017-01-31,P2,2.873563e-04,   0.2428161,    1.398563,
NA,2017-01-31,P3,8.908046e-03,   7.5272989,   43.355460,
NA,2017-01-31,P4,7.212644e-02,  60.9468391,  351.039368,
NA,2017-01-31,P5,1.899425e-01, 160.5014368,  924.450287,
NA,2017-01-31,P6,2.873563e-04,   0.2428161,    1.398563,
NA,2017-01-31,P7,1.353448e-01, 114.3663793,  658.723276,
NA,2017-01-31,P8,8.908046e-03,   7.5272989,   43.355460,
NA,2017-01-31,P9,6.034483e-03,   5.0991379,   29.369828,
NA,2017-02-01,P1,4.504505e-04,   0.2729730,    1.505856,
NA,2017-02-01,P10,4.463964e-01, 270.5162162, 1492.303153,uk.org.publicwhip/debate/2017-02-01b.1005.253
NA,2017-02-01,P2,4.504505e-04,   0.2729730,    1.505856,
NA,2017-02-01,P3,4.504505e-04,   0.2729730,    1.505856,
NA,2017-02-01,P4,1.310811e-01,  79.4351351,  438.204054,
NA,2017-02-01,P5,2.211712e-01, 134.0297297,  739.375225,
NA,2017-02-01,P6,4.504505e-04,   0.2729730,    1.505856,
NA,2017-02-01,P7,1.986486e-01, 120.3810811,  664.082432,
NA,2017-02-01,P8,4.504505e-04,   0.2729730,    1.505856,
NA,2017-02-01,P9,4.504505e-04,   0.2729730,    1.505856,
NA,2017-02-08,P1,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P10,6.834293e-01,3084.3163240,20383.961595,uk.org.publicwhip/debate/2017-02-08b.434.1
NA,2017-02-08,P2,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P3,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P4,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P5,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P6,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P7,4.111842e-05,   0.1855674,    1.226398,
NA,2017-02-08,P8,4.523026e-04,   2.0412418,   13.490378,
NA,2017-02-08,P9,3.158306e-01,1425.3434622, 9419.963240,
NA,2017-02-27,P1,1.612903e-03,   0.2387097,    1.416129,
NA,2017-02-27,P10,1.612903e-03,   0.2387097,    1.416129,
NA,2017-02-27,P2,5.177419e-01,  76.6258065,  454.577419,uk.org.publicwhip/debate/2017-02-27b.53.1
NA,2017-02-27,P3,1.612903e-03,   0.2387097,    1.416129,
NA,2017-02-27,P4,1.612903e-03,   0.2387097,    1.416129,
NA,2017-02-27,P5,1.467742e-01,  21.7225806,  128.867742,
NA,2017-02-27,P6,6.612903e-02,   9.7870968,   58.061290,
NA,2017-02-27,P7,5.000000e-02,   7.4000000,   43.900000,
NA,2017-02-27,P8,2.112903e-01,  31.2709677,  185.512903,
NA,2017-02-27,P9,1.612903e-03,   0.2387097,    1.416129,
NA,2017-06-27,P1,2.000000e-03,   0.2860000,    1.626000,
NA,2017-06-27,P10,2.000000e-03,   0.2860000,    1.626000,
NA,2017-06-27,P2,2.000000e-03,   0.2860000,    1.626000,
NA,2017-06-27,P3,2.000000e-03,   0.2860000,    1.626000,
NA,2017-06-27,P4,2.000000e-03,   0.2860000,    1.626000,
NA,2017-06-27,P5,1.620000e-01,  23.1660000,  131.706000,
NA,2017-06-27,P6,3.220000e-01,  46.0460000,  261.786000,
NA,2017-06-27,P7,1.420000e-01,  20.3060000,  115.446000,
NA,2017-06-27,P8,2.000000e-03,   0.2860000,    1.626000,
NA,2017-06-27,P9,3.620000e-01,  51.7660000,  294.306000,uk.org.publicwhip/debate/2017-06-27a.455.8
NA,2017-09-12,P1,2.439024e-03,   0.1829268,    1.141463,
NA,2017-09-12,P10,2.439024e-03,   0.1829268,    1.141463,
NA,2017-09-12,P2,2.439024e-03,   0.1829268,    1.141463,
NA,2017-09-12,P3,2.439024e-03,   0.1829268,    1.141463,
NA,2017-09-12,P4,2.439024e-03,   0.1829268,    1.141463,
NA,2017-09-12,P5,2.439024e-03,   0.1829268,    1.141463,
NA,2017-09-12,P6,7.585366e-01,  56.8902439,  354.995122,uk.org.publicwhip/debate/2017-09-12a.632.3
NA,2017-09-12,P7,2.682927e-02,   2.0121951,   12.556098,
NA,2017-09-12,P8,1.975610e-01,  14.8170732,   92.458537,
NA,2017-09-12,P9,2.439024e-03,   0.1829268,    1.141463,
NA,2017-10-26,P1,2.087683e-04,   0.2736952,    1.551148,
NA,2017-10-26,P10,1.567850e-01, 205.5450939, 1164.912317,
