author,topic,doc_nb,word_nb,char_nb,doc_ids
Tobias Ellwood,P8,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,P9,1.315789e-03,   0.2881579,    1.678947,
Tom Brake,P1,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,P10,1.961538e-01,  13.1423077,   78.069231,
Tom Brake,P2,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,P3,4.230769e-02,   2.8346154,   16.838462,
Tom Brake,P4,4.230769e-02,   2.8346154,   16.838462,
Tom Brake,P5,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,P6,5.423077e-01,  36.3346154,  215.838462,uk.org.publicwhip/debate/2019-05-21a.604.1
Tom Brake,P7,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,P8,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,P9,1.576923e-01,  10.5653846,   62.761538,
Valerie Vaz,P1,1.611463e-01, 164.1080702,  983.269898,
Valerie Vaz,P10,2.418296e-01, 292.1205404, 1683.684639,
Valerie Vaz,P2,1.773211e-01, 216.0521781, 1242.980512,
Valerie Vaz,P3,5.623555e-02,  57.3089631,  343.314541,
Valerie Vaz,P4,1.087040e-02,  14.1856873,   80.470167,
Valerie Vaz,P5,4.777937e-01, 525.6033543, 3092.522620,uk.org.publicwhip/debate/2019-04-25c.909.2
Valerie Vaz,P6,8.782713e-03,  11.4487353,   64.958684,
Valerie Vaz,P7,7.538524e-01, 913.6770942, 5262.389157,uk.org.publicwhip/debate/2017-10-26b.457.0
Valerie Vaz,P8,6.695031e-03,   8.7117833,   49.447202,
Valerie Vaz,P9,1.054732e-01, 125.7835940,  726.962580,
Zac Goldsmith,P1,3.419588e-02,  10.7397558,   64.363415,
Zac Goldsmith,P10,5.624450e-03,   0.8540415,    5.220558,
Zac Goldsmith,P2,3.853864e-01, 206.8290415, 1223.107463,
Zac Goldsmith,P3,4.770530e-01, 163.9683273,  981.077701,uk.org.publicwhip/debate/2018-06-25d.691.0
Zac Goldsmith,P4,1.564181e-01, 164.1635654,  960.799923,
Zac Goldsmith,P5,4.043257e-01, 133.7202753,  799.181597,
Zac Goldsmith,P6,7.915921e-01,  62.1236963,  387.291749,uk.org.publicwhip/debate/2017-09-12a.632.3
Zac Goldsmith,P7,4.253971e-01, 239.3045220, 1412.040315,
Zac Goldsmith,P8,8.858113e-01, 149.2998762,  911.839579,uk.org.publicwhip/debate/2019-05-01c.232.2
Zac Goldsmith,P9,4.341959e-01, 464.9968987, 2721.077701,uk.org.publicwhip/debate/2018-01-30a.718.2
