author,date,topic,doc_nb,word_nb,char_nb,doc_ids
Michael Tomlinson,2017-11-07,P10,1.571429e-01,   2.5142857,   14.771429,
Michael Tomlinson,2017-11-07,P2,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,2017-11-07,P3,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,2017-11-07,P4,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,2017-11-07,P5,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,2017-11-07,P6,7.285714e-01,  11.6571429,   68.485714,uk.org.publicwhip/debate/2017-11-07c.1321.5
Michael Tomlinson,2017-11-07,P7,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,2017-11-07,P8,1.428571e-02,   0.2285714,    1.342857,
Michael Tomlinson,2017-11-07,P9,1.428571e-02,   0.2285714,    1.342857,
Neil Gray,2016-07-18,P1,4.854077e-01, 252.4120172, 1509.618026,uk.org.publicwhip/debate/2016-07-18c.645.0
Neil Gray,2016-07-18,P10,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,2016-07-18,P2,2.150215e-01, 111.8111588,  668.716738,
Neil Gray,2016-07-18,P3,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,2016-07-18,P4,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,2016-07-18,P5,1.291845e-01,  67.1759657,  401.763948,
Neil Gray,2016-07-18,P6,4.291845e-04,   0.2231760,    1.334764,
Neil Gray,2016-07-18,P7,1.291845e-01,  67.1759657,  401.763948,
Neil Gray,2016-07-18,P8,1.330472e-02,   6.9184549,   41.377682,
Neil Gray,2016-07-18,P9,2.618026e-02,  13.6137339,   81.420601,
Nicholas Soames,2018-11-22,P1,1.107143e-01,   7.6392857,   47.496429,
Nicholas Soames,2018-11-22,P10,7.892857e-01,  54.4607143,  338.603571,uk.org.publicwhip/debate/2018-11-22b.1110.5
Nicholas Soames,2018-11-22,P2,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P3,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P4,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P5,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P6,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P7,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P8,3.571429e-03,   0.2464286,    1.532143,
Nicholas Soames,2018-11-22,P9,7.500000e-02,   5.1750000,   32.175000,
Nicholas Soames,2019-03-25,P1,8.928571e-04,   0.2508929,    1.488393,
Nicholas Soames,2019-03-25,P10,1.258929e-01,  35.3758929,  209.863393,
Nicholas Soames,2019-03-25,P2,8.928571e-04,   0.2508929,    1.488393,
Nicholas Soames,2019-03-25,P3,8.928571e-04,   0.2508929,    1.488393,
Nicholas Soames,2019-03-25,P4,8.928571e-04,   0.2508929,    1.488393,
Nicholas Soames,2019-03-25,P5,7.330357e-01, 205.9830357, 1221.970536,uk.org.publicwhip/debate/2019-03-25c.92.1
Nicholas Soames,2019-03-25,P6,8.928571e-04,   0.2508929,    1.488393,
Nicholas Soames,2019-03-25,P7,1.348214e-01,  37.8848214,  224.747321,
Nicholas Soames,2019-03-25,P8,8.928571e-04,   0.2508929,    1.488393,
Nicholas Soames,2019-03-25,P9,8.928571e-04,   0.2508929,    1.488393,
Nigel Huddleston,2019-02-21,P1,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P10,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P2,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P3,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P4,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P5,3.000000e-01,  15.9000000,   91.200000,
Nigel Huddleston,2019-02-21,P6,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P7,6.529412e-01,  34.6058824,  198.494118,uk.org.publicwhip/debate/2019-02-21a.1593.1
Nigel Huddleston,2019-02-21,P8,5.882353e-03,   0.3117647,    1.788235,
Nigel Huddleston,2019-02-21,P9,5.882353e-03,   0.3117647,    1.788235,
Pat Glass,2016-03-09,P1,4.601351e-01, 169.3297297,  986.529730,uk.org.publicwhip/debate/2016-03-09a.281.0
Pat Glass,2016-03-09,P10,2.912162e-01, 107.1675676,  624.367568,
Pat Glass,2016-03-09,P2,1.418919e-02,   5.2216216,   30.421622,
Pat Glass,2016-03-09,P3,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,2016-03-09,P4,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,2016-03-09,P5,2.101351e-01,  77.3297297,  450.529730,
Pat Glass,2016-03-09,P6,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,2016-03-09,P7,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,2016-03-09,P8,6.756757e-04,   0.2486486,    1.448649,
Pat Glass,2016-03-09,P9,2.094595e-02,   7.7081081,   44.908108,
Patricia Gibson,2018-10-18,P1,1.400538e-01, 107.5612903,  638.785215,
Patricia Gibson,2018-10-18,P10,2.688172e-04,   0.2064516,    1.226075,
Patricia Gibson,2018-10-18,P2,2.529570e-01, 194.2709677, 1153.736828,uk.org.publicwhip/debate/2018-10-18b.833.2
Patricia Gibson,2018-10-18,P3,2.688172e-04,   0.2064516,    1.226075,
Patricia Gibson,2018-10-18,P4,9.166667e-02,  70.4000000,  418.091667,
Patricia Gibson,2018-10-18,P5,1.830645e-01, 140.5935484,  834.957258,
Patricia Gibson,2018-10-18,P6,2.688172e-04,   0.2064516,    1.226075,
Patricia Gibson,2018-10-18,P7,1.669355e-01, 128.2064516,  761.392742,
Patricia Gibson,2018-10-18,P8,1.642473e-01, 126.1419355,  749.131989,
Patricia Gibson,2018-10-18,P9,2.688172e-04,   0.2064516,    1.226075,
Patricia Gibson,2019-05-01,P1,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P10,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P2,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P3,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P4,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P5,7.869565e-01,  48.0043478,  274.647826,uk.org.publicwhip/debate/2019-05-01c.251.0
Patricia Gibson,2019-05-01,P6,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P7,1.782609e-01,  10.8739130,   62.213043,
Patricia Gibson,2019-05-01,P8,4.347826e-03,   0.2652174,    1.517391,
Patricia Gibson,2019-05-01,P9,4.347826e-03,   0.2652174,    1.517391,
Patrick Grady,2016-01-25,P1,3.911765e-01, 208.8882353, 1269.758824,uk.org.publicwhip/debate/2016-01-25c.112.1
Patrick Grady,2016-01-25,P10,1.096639e-01,  58.5605042,  355.968908,
Patrick Grady,2016-01-25,P2,4.243697e-02,  22.6613445,  137.750420,
Patrick Grady,2016-01-25,P3,4.201681e-04,   0.2243697,    1.363866,
Patrick Grady,2016-01-25,P4,2.142857e-02,  11.4428571,   69.557143,
Patrick Grady,2016-01-25,P5,2.142857e-02,  11.4428571,   69.557143,
Patrick Grady,2016-01-25,P6,5.084034e-02,  27.1487395,  165.027731,
Patrick Grady,2016-01-25,P7,2.567227e-01, 137.0899160,  833.321849,
Patrick Grady,2016-01-25,P8,8.865546e-02,  47.3420168,  287.775630,
Patrick Grady,2016-01-25,P9,1.722689e-02,   9.1991597,   55.918487,
Patrick Grady,2016-09-07,P1,3.103093e-01,  80.0597938,  491.219588,uk.org.publicwhip/debate/2016-09-07b.419.1
Patrick Grady,2016-09-07,P10,1.030928e-03,   0.2659794,    1.631959,
Patrick Grady,2016-09-07,P2,1.030928e-03,   0.2659794,    1.631959,
Patrick Grady,2016-09-07,P3,1.030928e-03,   0.2659794,    1.631959,
Patrick Grady,2016-09-07,P4,2.072165e-01,  53.4618557,  328.023711,
Patrick Grady,2016-09-07,P5,2.164948e-02,   5.5855670,   34.271134,
Patrick Grady,2016-09-07,P6,2.690722e-01,  69.4206186,  425.941237,
Patrick Grady,2016-09-07,P7,1.865979e-01,  48.1422680,  295.384536,
Patrick Grady,2016-09-07,P8,1.030928e-03,   0.2659794,    1.631959,
Patrick Grady,2016-09-07,P9,1.030928e-03,   0.2659794,    1.631959,
Patrick Grady,2019-07-24,P1,6.774194e-02,   3.9967742,   24.116129,
Patrick Grady,2019-07-24,P10,1.322581e-01,   7.8032258,   47.083871,
Patrick Grady,2019-07-24,P2,3.225806e-03,   0.1903226,    1.148387,
Patrick Grady,2019-07-24,P3,3.548387e-02,   2.0935484,   12.632258,
Patrick Grady,2019-07-24,P4,3.225806e-03,   0.1903226,    1.148387,
Patrick Grady,2019-07-24,P5,3.225806e-03,   0.1903226,    1.148387,
Patrick Grady,2019-07-24,P6,3.548387e-02,   2.0935484,   12.632258,
Patrick Grady,2019-07-24,P7,3.225806e-03,   0.1903226,    1.148387,
Patrick Grady,2019-07-24,P8,1.000000e-01,   5.9000000,   35.600000,
Patrick Grady,2019-07-24,P9,6.161290e-01,  36.3516129,  219.341935,uk.org.publicwhip/debate/2019-07-24b.1362.2
Peter Aldous,2019-10-28,P1,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,2019-10-28,P10,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,2019-10-28,P2,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,2019-10-28,P3,1.770588e-01,  64.9805882,  395.372353,
Peter Aldous,2019-10-28,P4,1.182353e-01,  43.3923529,  264.019412,
Peter Aldous,2019-10-28,P5,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,2019-10-28,P6,1.123529e-01,  41.2335294,  250.884118,
Peter Aldous,2019-10-28,P7,5.882353e-04,   0.2158824,    1.313529,
Peter Aldous,2019-10-28,P8,3.476471e-01, 127.5864706,  776.295882,uk.org.publicwhip/debate/2019-10-28b.124.3
Peter Aldous,2019-10-28,P9,2.417647e-01,  88.7276471,  539.860588,
Rachel Maclean,2019-07-17,P1,8.440000e-01,  49.7960000,  284.428000,uk.org.publicwhip/debate/2019-07-17a.816.2
Rachel Maclean,2019-07-17,P10,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,2019-07-17,P2,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,2019-07-17,P3,4.400000e-02,   2.5960000,   14.828000,
Rachel Maclean,2019-07-17,P4,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,2019-07-17,P5,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,2019-07-17,P6,4.000000e-03,   0.2360000,    1.348000,
Rachel Maclean,2019-07-17,P7,4.400000e-02,   2.5960000,   14.828000,
Rachel Maclean,2019-07-17,P8,4.400000e-02,   2.5960000,   14.828000,
Rachel Maclean,2019-07-17,P9,4.000000e-03,   0.2360000,    1.348000,
Rachel Reeves,2016-01-06,P1,3.344482e-04,   0.2257525,    1.311037,
Rachel Reeves,2016-01-06,P10,3.344482e-04,   0.2257525,    1.311037,
Rachel Reeves,2016-01-06,P2,1.341137e-01,  90.5267559,  525.725753,
Rachel Reeves,2016-01-06,P3,3.344482e-04,   0.2257525,    1.311037,
Rachel Reeves,2016-01-06,P4,1.371237e-02,   9.2558528,   53.752508,
Rachel Reeves,2016-01-06,P5,2.879599e-01, 194.3729097, 1128.802676,
Rachel Reeves,2016-01-06,P6,3.344482e-04,   0.2257525,    1.311037,
Rachel Reeves,2016-01-06,P7,9.397993e-02,  63.4364548,  368.401338,
Rachel Reeves,2016-01-06,P8,4.384615e-01, 295.9615385, 1718.769231,uk.org.publicwhip/debate/2016-01-06b.366.1
Rachel Reeves,2016-01-06,P9,3.043478e-02,  20.5434783,  119.304348,
Rachel Reeves,2019-06-12,P1,1.666667e-02,   3.1000000,   17.016667,
Rachel Reeves,2019-06-12,P10,1.515152e-03,   0.2818182,    1.546970,
Rachel Reeves,2019-06-12,P2,3.181818e-02,   5.9181818,   32.486364,
Rachel Reeves,2019-06-12,P3,1.378788e-01,  25.6454545,  140.774242,
Rachel Reeves,2019-06-12,P4,1.515152e-03,   0.2818182,    1.546970,
Rachel Reeves,2019-06-12,P5,1.515152e-03,   0.2818182,    1.546970,
Rachel Reeves,2019-06-12,P6,7.287879e-01, 135.5545455,  744.092424,uk.org.publicwhip/debate/2019-06-12e.670.0
Rachel Reeves,2019-06-12,P7,7.727273e-02,  14.3727273,   78.895455,
Rachel Reeves,2019-06-12,P8,1.515152e-03,   0.2818182,    1.546970,
Rachel Reeves,2019-06-12,P9,1.515152e-03,   0.2818182,    1.546970,
Rebecca Pow,2019-03-18,P1,3.012048e-04,   0.2418675,    1.456325,
Rebecca Pow,2019-03-18,P10,3.644578e-02,  29.2659639,  176.215361,
Rebecca Pow,2019-03-18,P2,3.343373e-02,  26.8472892,  161.652108,
Rebecca Pow,2019-03-18,P3,3.012048e-04,   0.2418675,    1.456325,
Rebecca Pow,2019-03-18,P4,1.659639e-01, 133.2689759,  802.435241,
Rebecca Pow,2019-03-18,P5,3.012048e-04,   0.2418675,    1.456325,
Rebecca Pow,2019-03-18,P6,2.138554e-02,  17.1725904,  103.399096,
Rebecca Pow,2019-03-18,P7,1.087349e-01,  87.3141566,  525.733434,
Rebecca Pow,2019-03-18,P8,6.328313e-01, 508.1635542, 3059.739458,uk.org.publicwhip/debate/2019-03-18c.894.0
Rebecca Pow,2019-03-18,P9,3.012048e-04,   0.2418675,    1.456325,
Richard Benyon,2017-02-01,P1,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,2017-02-01,P10,4.463964e-01, 270.5162162, 1492.303153,uk.org.publicwhip/debate/2017-02-01b.1005.253
Richard Benyon,2017-02-01,P2,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,2017-02-01,P3,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,2017-02-01,P4,1.310811e-01,  79.4351351,  438.204054,
Richard Benyon,2017-02-01,P5,2.211712e-01, 134.0297297,  739.375225,
Richard Benyon,2017-02-01,P6,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,2017-02-01,P7,1.986486e-01, 120.3810811,  664.082432,
Richard Benyon,2017-02-01,P8,4.504505e-04,   0.2729730,    1.505856,
Richard Benyon,2017-02-01,P9,4.504505e-04,   0.2729730,    1.505856,
Ruth Cadbury,2019-10-28,P1,3.690037e-04,   0.2199262,    1.290406,
Ruth Cadbury,2019-10-28,P10,3.357934e-02,  20.0132841,  117.426937,
Ruth Cadbury,2019-10-28,P2,3.690037e-04,   0.2199262,    1.290406,
Ruth Cadbury,2019-10-28,P3,7.568266e-01, 451.0686347, 2646.622509,uk.org.publicwhip/debate/2019-10-28b.114.1
Ruth Cadbury,2019-10-28,P4,4.059041e-03,   2.4191882,   14.194465,
Ruth Cadbury,2019-10-28,P5,1.184502e-01,  70.5963100,  414.220295,
Ruth Cadbury,2019-10-28,P6,3.690037e-04,   0.2199262,    1.290406,
Ruth Cadbury,2019-10-28,P7,4.059041e-03,   2.4191882,   14.194465,
Ruth Cadbury,2019-10-28,P8,7.047970e-02,  42.0059041,  246.467528,
Ruth Cadbury,2019-10-28,P9,1.143911e-02,   6.8177122,   40.002583,
Ruth George,2019-02-28,P1,8.378378e-02,   7.7081081,   44.572973,
Ruth George,2019-02-28,P10,2.702703e-03,   0.2486486,    1.437838,
Ruth George,2019-02-28,P2,2.702703e-03,   0.2486486,    1.437838,
Ruth George,2019-02-28,P3,2.702703e-03,   0.2486486,    1.437838,
Ruth George,2019-02-28,P4,2.972973e-02,   2.7351351,   15.816216,
Ruth George,2019-02-28,P5,2.972973e-02,   2.7351351,   15.816216,
Ruth George,2019-02-28,P6,5.162162e-01,  47.4918919,  274.627027,uk.org.publicwhip/debate/2019-02-28a.602.2
Ruth George,2019-02-28,P7,2.702703e-03,   0.2486486,    1.437838,
Ruth George,2019-02-28,P8,3.270270e-01,  30.0864865,  173.978378,
Ruth George,2019-02-28,P9,2.702703e-03,   0.2486486,    1.437838,
Stephen Doughty,2019-09-09,P1,7.562500e-02,  31.3843750,  184.146875,
Stephen Doughty,2019-09-09,P10,2.006250e-01,  83.2593750,  488.521875,
Stephen Doughty,2019-09-09,P2,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,2019-09-09,P3,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,2019-09-09,P4,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,2019-09-09,P5,3.131250e-01, 129.9468750,  762.459375,uk.org.publicwhip/debate/2019-09-09c.549.4
Stephen Doughty,2019-09-09,P6,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,2019-09-09,P7,2.756250e-01, 114.3843750,  671.146875,
Stephen Doughty,2019-09-09,P8,6.250000e-04,   0.2593750,    1.521875,
Stephen Doughty,2019-09-09,P9,1.318750e-01,  54.7281250,  321.115625,
Stephen Gethins,2018-12-03,P1,1.805970e-01,  28.1731343,  165.607463,
Stephen Gethins,2018-12-03,P10,1.492537e-03,   0.2328358,    1.368657,
Stephen Gethins,2018-12-03,P2,1.492537e-03,   0.2328358,    1.368657,
Stephen Gethins,2018-12-03,P3,1.492537e-03,   0.2328358,    1.368657,
Stephen Gethins,2018-12-03,P4,6.119403e-02,   9.5462687,   56.114925,
Stephen Gethins,2018-12-03,P5,1.492537e-03,   0.2328358,    1.368657,
Stephen Gethins,2018-12-03,P6,1.059701e-01,  16.5313433,   97.174627,
Stephen Gethins,2018-12-03,P7,6.432836e-01, 100.3522388,  589.891045,uk.org.publicwhip/debate/2018-12-03b.610.1
Stephen Gethins,2018-12-03,P8,1.492537e-03,   0.2328358,    1.368657,
Stephen Gethins,2018-12-03,P9,1.492537e-03,   0.2328358,    1.368657,
Stephen Gethins,2019-03-11,P1,3.940476e-01,  81.9619048,  500.834524,
Stephen Gethins,2019-03-11,P10,6.071429e-02,  12.6285714,   77.167857,
Stephen Gethins,2019-03-11,P2,1.190476e-03,   0.2476190,    1.513095,
Stephen Gethins,2019-03-11,P3,1.190476e-03,   0.2476190,    1.513095,
Stephen Gethins,2019-03-11,P4,2.500000e-02,   5.2000000,   31.775000,
Stephen Gethins,2019-03-11,P5,3.690476e-02,   7.6761905,   46.905952,
Stephen Gethins,2019-03-11,P6,1.190476e-03,   0.2476190,    1.513095,
Stephen Gethins,2019-03-11,P7,4.535714e-01,  94.3428571,  576.489286,uk.org.publicwhip/debate/2019-03-11c.80.1
Stephen Gethins,2019-03-11,P8,1.190476e-03,   0.2476190,    1.513095,
Stephen Gethins,2019-03-11,P9,2.500000e-02,   5.2000000,   31.775000,
Stephen Gethins,2019-04-09,P1,7.076023e-02,  34.7432749,  191.194152,
Stephen Gethins,2019-04-09,P10,4.450292e-01, 218.5093567, 1202.469006,uk.org.publicwhip/debate/2019-04-09c.244.1
Stephen Gethins,2019-04-09,P2,5.847953e-04,   0.2871345,    1.580117,
Stephen Gethins,2019-04-09,P3,5.847953e-04,   0.2871345,    1.580117,
Stephen Gethins,2019-04-09,P4,5.847953e-04,   0.2871345,    1.580117,
Stephen Gethins,2019-04-09,P5,2.345029e-01, 115.1409357,  633.626901,
Stephen Gethins,2019-04-09,P6,5.847953e-04,   0.2871345,    1.580117,
Stephen Gethins,2019-04-09,P7,2.461988e-01, 120.8836257,  665.229240,
Stephen Gethins,2019-04-09,P8,5.847953e-04,   0.2871345,    1.580117,
Stephen Gethins,2019-04-09,P9,5.847953e-04,   0.2871345,    1.580117,
Stephen Kerr,2019-10-17,P1,3.731343e-04,   0.2548507,    1.455224,
Stephen Kerr,2019-10-17,P10,3.731343e-04,   0.2548507,    1.455224,
Stephen Kerr,2019-10-17,P2,9.738806e-02,  66.5160448,  379.813433,
Stephen Kerr,2019-10-17,P3,2.205224e-01, 150.6167910,  860.037313,uk.org.publicwhip/debate/2019-10-17c.541.0
Stephen Kerr,2019-10-17,P4,1.197761e-01,  81.8070896,  467.126866,
Stephen Kerr,2019-10-17,P5,1.496269e-01, 102.1951493,  583.544776,
Stephen Kerr,2019-10-17,P6,1.906716e-01, 130.2287313,  743.619403,
Stephen Kerr,2019-10-17,P7,1.197761e-01,  81.8070896,  467.126866,
Stephen Kerr,2019-10-17,P8,1.011194e-01,  69.0645522,  394.365672,
Stephen Kerr,2019-10-17,P9,3.731343e-04,   0.2548507,    1.455224,
Stephen Twigg,2019-07-01,P1,3.737288e-01, 109.1288136,  657.015254,
Stephen Twigg,2019-07-01,P10,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,2019-07-01,P2,1.618644e-01,  47.2644068,  284.557627,
Stephen Twigg,2019-07-01,P3,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,2019-07-01,P4,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,2019-07-01,P5,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,2019-07-01,P6,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,2019-07-01,P7,3.991525e-01, 116.5525424,  701.710169,uk.org.publicwhip/debate/2019-07-01c.957.4
Stephen Twigg,2019-07-01,P8,8.474576e-04,   0.2474576,    1.489831,
Stephen Twigg,2019-07-01,P9,6.016949e-02,  17.5694915,  105.777966,
Teresa Pearce,2018-03-13,P1,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P10,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P2,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P3,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P4,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P5,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P6,8.681818e-01,  51.2227273,  299.522727,uk.org.publicwhip/debate/2018-03-13c.698.3
Teresa Pearce,2018-03-13,P7,9.545455e-02,   5.6318182,   32.931818,
Teresa Pearce,2018-03-13,P8,4.545455e-03,   0.2681818,    1.568182,
Teresa Pearce,2018-03-13,P9,4.545455e-03,   0.2681818,    1.568182,
Therese Coffey,2019-04-23,P1,1.661631e-03,   2.3163142,   14.211934,
Therese Coffey,2019-04-23,P10,1.510574e-04,   0.2105740,    1.291994,
Therese Coffey,2019-04-23,P2,1.255287e-01, 174.9870091, 1073.646979,
Therese Coffey,2019-04-23,P3,4.682779e-03,   6.5277946,   40.051813,
Therese Coffey,2019-04-23,P4,3.173716e-01, 442.4160121, 2714.479305,
Therese Coffey,2019-04-23,P5,1.510574e-04,   0.2105740,    1.291994,
Therese Coffey,2019-04-23,P6,1.510574e-04,   0.2105740,    1.291994,
Therese Coffey,2019-04-23,P7,1.481873e-01, 206.5731118, 1267.446073,
Therese Coffey,2019-04-23,P8,3.974320e-01, 554.0202417, 3399.236103,uk.org.publicwhip/debate/2019-04-23a.721.0
Therese Coffey,2019-04-23,P9,4.682779e-03,   6.5277946,   40.051813,
Tobias Ellwood,2019-10-14,P1,4.078947e-02,   8.9328947,   52.047368,
Tobias Ellwood,2019-10-14,P10,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,2019-10-14,P2,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,2019-10-14,P3,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,2019-10-14,P4,2.776316e-01,  60.8013158,  354.257895,
Tobias Ellwood,2019-10-14,P5,3.697368e-01,  80.9723684,  471.784211,uk.org.publicwhip/debate/2019-10-14a.76.0
Tobias Ellwood,2019-10-14,P6,5.394737e-02,  11.8144737,   68.836842,
Tobias Ellwood,2019-10-14,P7,2.513158e-01,  55.0381579,  320.678947,
Tobias Ellwood,2019-10-14,P8,1.315789e-03,   0.2881579,    1.678947,
Tobias Ellwood,2019-10-14,P9,1.315789e-03,   0.2881579,    1.678947,
Tom Brake,2019-05-21,P1,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,2019-05-21,P10,1.961538e-01,  13.1423077,   78.069231,
Tom Brake,2019-05-21,P2,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,2019-05-21,P3,4.230769e-02,   2.8346154,   16.838462,
Tom Brake,2019-05-21,P4,4.230769e-02,   2.8346154,   16.838462,
Tom Brake,2019-05-21,P5,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,2019-05-21,P6,5.423077e-01,  36.3346154,  215.838462,uk.org.publicwhip/debate/2019-05-21a.604.1
Tom Brake,2019-05-21,P7,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,2019-05-21,P8,3.846154e-03,   0.2576923,    1.530769,
Tom Brake,2019-05-21,P9,1.576923e-01,  10.5653846,   62.761538,
Valerie Vaz,2017-10-26,P1,2.087683e-04,   0.2736952,    1.551148,
Valerie Vaz,2017-10-26,P10,1.567850e-01, 205.5450939, 1164.912317,
Valerie Vaz,2017-10-26,P2,1.212944e-01, 159.0169102,  901.217119,
Valerie Vaz,2017-10-26,P3,2.087683e-04,   0.2736952,    1.551148,
Valerie Vaz,2017-10-26,P4,1.064718e-02,  13.9584551,   79.108559,
Valerie Vaz,2017-10-26,P5,1.338205e-01, 175.4386221,  994.286013,
Valerie Vaz,2017-10-26,P6,8.559499e-03,  11.2215031,   63.597077,
Valerie Vaz,2017-10-26,P7,4.991649e-01, 654.4052192, 3708.795407,uk.org.publicwhip/debate/2017-10-26b.457.0
Valerie Vaz,2017-10-26,P8,6.471816e-03,   8.4845511,   48.085595,
Valerie Vaz,2017-10-26,P9,6.283925e-02,  82.3822547,  466.895616,
Valerie Vaz,2019-04-25,P1,1.609375e-01, 163.8343750,  981.718750,
Valerie Vaz,2019-04-25,P10,8.504464e-02,  86.5754464,  518.772321,
Valerie Vaz,2019-04-25,P2,5.602679e-02,  57.0352679,  341.763393,
Valerie Vaz,2019-04-25,P3,5.602679e-02,  57.0352679,  341.763393,
Valerie Vaz,2019-04-25,P4,2.232143e-04,   0.2272321,    1.361607,
Valerie Vaz,2019-04-25,P5,3.439732e-01, 350.1647321, 2098.236607,uk.org.publicwhip/debate/2019-04-25c.909.2
Valerie Vaz,2019-04-25,P6,2.232143e-04,   0.2272321,    1.361607,
Valerie Vaz,2019-04-25,P7,2.546875e-01, 259.2718750, 1553.593750,
Valerie Vaz,2019-04-25,P8,2.232143e-04,   0.2272321,    1.361607,
Valerie Vaz,2019-04-25,P9,4.263393e-02,  43.4013393,  260.066964,
Zac Goldsmith,2017-09-12,P1,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2017-09-12,P10,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2017-09-12,P2,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2017-09-12,P3,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2017-09-12,P4,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2017-09-12,P5,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2017-09-12,P6,7.585366e-01,  56.8902439,  354.995122,uk.org.publicwhip/debate/2017-09-12a.632.3
Zac Goldsmith,2017-09-12,P7,2.682927e-02,   2.0121951,   12.556098,
Zac Goldsmith,2017-09-12,P8,1.975610e-01,  14.8170732,   92.458537,
Zac Goldsmith,2017-09-12,P9,2.439024e-03,   0.1829268,    1.141463,
Zac Goldsmith,2018-01-30,P1,1.984127e-04,   0.2148810,    1.257341,
Zac Goldsmith,2018-01-30,P10,1.984127e-04,   0.2148810,    1.257341,
Zac Goldsmith,2018-01-30,P2,1.013889e-01, 109.8041667,  642.501389,
Zac Goldsmith,2018-01-30,P3,1.984127e-04,   0.2148810,    1.257341,
